Data,aggiornamento,Filter,Popolazione,Incidenza,Ricoveri,TI,Decessi,Data ospedali,Data decessi,PIncidenza,Pricoveri,PTI,PDecessi,,,,Rapporto ricoveri/incidenza,Rapporto TI/incidenza,Rapporto decessi/incidenza,Delay ospedali,Delay decessi,,,
21/04/21,01/10/21,Rapporti,59257709,,0.206,0.282,0.193,28/04/21,05/05/21,162,33.51,45.7,29.5,0.207,0.282,0.182,0.206,0.282,0.193,7,14,,,
22/04/21,01/10/21,Rapporti,59257710,,0.206,0.282,0.190,29/04/21,06/05/21,160,32.66,44.6,29,0.204,0.279,0.181,0.206,0.282,0.190,7,14,,,
23/04/21,01/10/21,Rapporti,59257711,,0.205,0.282,0.187,30/04/21,07/05/21,158,31.96,43.6,28.1,0.202,0.276,0.178,0.205,0.282,0.187,7,14,,,
24/04/21,01/10/21,Rapporti,59257712,,0.205,0.281,0.185,01/05/21,08/05/21,155,31.02,42.6,28,0.200,0.275,0.181,0.205,0.281,0.185,7,14,,,
25/04/21,01/10/21,Rapporti,59257713,,0.204,0.279,0.183,02/05/21,09/05/21,156,30.96,42.6,27.9,0.198,0.273,0.179,0.204,0.279,0.183,7,14,,,
26/04/21,01/10/21,Rapporti,59257714,,0.203,0.277,0.180,03/05/21,10/05/21,155,31.04,42,27,0.200,0.271,0.174,0.203,0.277,0.180,7,14,,,
27/04/21,01/10/21,Rapporti,59257715,,0.202,0.275,0.178,04/05/21,11/05/21,153,30.67,40.9,26.1,0.200,0.267,0.171,0.202,0.275,0.178,7,14,,,
28/04/21,01/10/21,Rapporti,59257716,,0.200,0.272,0.176,05/05/21,12/05/21,152,29.57,40,26,0.195,0.263,0.171,0.200,0.272,0.176,7,14,,,
29/04/21,01/10/21,Rapporti,59257717,,0.198,0.269,0.174,06/05/21,13/05/21,149,28.46,38.9,25,0.191,0.261,0.168,0.198,0.269,0.174,7,14,,,
30/04/21,01/10/21,Rapporti,59257718,,0.196,0.267,0.173,07/05/21,14/05/21,147,27.56,38,24.6,0.187,0.259,0.167,0.196,0.267,0.173,7,14,,,
01/05/21,01/10/21,Rapporti,59257719,,0.194,0.264,0.170,08/05/21,15/05/21,145,26.66,37.3,23.1,0.184,0.257,0.159,0.194,0.264,0.170,7,14,,,
02/05/21,01/10/21,Rapporti,59257720,,0.192,0.263,0.167,09/05/21,16/05/21,139,26.02,37,22.3,0.187,0.266,0.160,0.192,0.263,0.167,7,14,,,
03/05/21,01/10/21,Rapporti,59257721,,0.191,0.264,0.165,10/05/21,17/05/21,134,26.03,36.4,21.3,0.194,0.272,0.159,0.191,0.264,0.165,7,14,,,
04/05/21,01/10/21,Rapporti,59257722,,0.190,0.263,0.163,11/05/21,18/05/21,132,25.21,34.7,20.5,0.191,0.263,0.155,0.190,0.263,0.163,7,14,,,
05/05/21,01/10/21,Rapporti,59257723,,0.189,0.263,0.159,12/05/21,19/05/21,127,24.1,33.6,18.6,0.190,0.265,0.146,0.189,0.263,0.159,7,14,,,
06/05/21,01/10/21,Rapporti,59257724,,0.189,0.263,0.156,13/05/21,20/05/21,123,22.96,31.9,18,0.187,0.259,0.146,0.189,0.263,0.156,7,14,,,
07/05/21,01/10/21,Rapporti,59257725,,0.188,0.264,0.155,14/05/21,21/05/21,118,22.02,31.4,18.6,0.187,0.266,0.158,0.188,0.264,0.155,7,14,,,
08/05/21,01/10/21,Rapporti,59257726,,0.189,0.265,0.155,15/05/21,22/05/21,114,21.08,30.5,18.4,0.185,0.268,0.161,0.189,0.265,0.155,7,14,,,
09/05/21,01/10/21,Rapporti,59257727,,0.188,0.266,0.155,16/05/21,23/05/21,112,20.48,30,18,0.183,0.268,0.161,0.188,0.266,0.155,7,14,,,
10/05/21,01/10/21,Rapporti,59257728,,0.186,0.265,0.155,17/05/21,24/05/21,111,20.29,29.6,17.5,0.183,0.267,0.158,0.186,0.265,0.155,7,14,,,
11/05/21,01/10/21,Rapporti,59257729,,0.185,0.265,0.155,18/05/21,25/05/21,107,19.47,28.5,16.9,0.182,0.266,0.158,0.185,0.265,0.155,7,14,,,
12/05/21,01/10/21,Rapporti,59257730,,0.184,0.266,0.158,19/05/21,26/05/21,102,18.59,27.7,16.5,0.182,0.272,0.162,0.184,0.266,0.158,7,14,,,
13/05/21,01/10/21,Rapporti,59257731,,0.183,0.268,0.161,20/05/21,27/05/21,96,17.52,26.1,16.6,0.183,0.272,0.173,0.183,0.268,0.161,7,14,,,
14/05/21,01/10/21,Rapporti,59257732,,0.183,0.269,0.162,21/05/21,28/05/21,91,16.75,24.8,15,0.184,0.273,0.165,0.183,0.269,0.162,7,14,,,
15/05/21,01/10/21,Rapporti,59257733,,0.184,0.271,0.163,22/05/21,29/05/21,85,16.01,24.1,14.3,0.188,0.284,0.168,0.184,0.271,0.163,7,14,,,
16/05/21,01/10/21,Rapporti,59257734,,0.185,0.275,0.165,23/05/21,30/05/21,81,15.46,23.8,13.9,0.191,0.294,0.172,0.185,0.275,0.165,7,14,,,
17/05/21,01/10/21,Rapporti,59257735,,0.186,0.280,0.167,24/05/21,31/05/21,78,15.1,23.3,13.4,0.194,0.299,0.172,0.186,0.280,0.167,7,14,,,
18/05/21,01/10/21,Rapporti,59257736,,0.188,0.285,0.168,25/05/21,01/06/21,74,14.44,22.3,12.2,0.195,0.301,0.165,0.188,0.285,0.168,7,14,,,
19/05/21,01/10/21,Rapporti,59257737,,0.190,0.290,0.168,26/05/21,02/06/21,70,13.7,21.6,11.2,0.196,0.309,0.160,0.190,0.290,0.168,7,14,,,
20/05/21,01/10/21,Rapporti,59257738,,0.192,0.295,0.163,27/05/21,03/06/21,66,13.01,20.4,9.3,0.197,0.309,0.141,0.192,0.295,0.163,7,14,,,
21/05/21,01/10/21,Rapporti,59257739,,0.194,0.301,0.159,28/05/21,04/06/21,62,12.14,19.3,8.4,0.196,0.311,0.135,0.194,0.301,0.159,7,14,,,
22/05/21,01/10/21,Rapporti,59257740,,0.195,0.305,0.154,29/05/21,05/06/21,58.8,11.48,18.5,7.9,0.195,0.315,0.134,0.195,0.305,0.154,7,14,,,
23/05/21,01/10/21,Rapporti,59257741,,0.196,0.309,0.150,30/05/21,06/06/21,55.8,11.12,17.9,8,0.199,0.321,0.143,0.196,0.309,0.150,7,14,,,
24/05/21,01/10/21,Rapporti,59257742,,0.197,0.312,0.146,31/05/21,07/06/21,54.2,10.94,17.4,7.8,0.202,0.321,0.144,0.197,0.312,0.146,7,14,,,
25/05/21,01/10/21,Rapporti,59257743,,0.198,0.315,0.144,01/06/21,08/06/21,52.1,10.45,16.7,7.9,0.201,0.321,0.152,0.198,0.315,0.144,7,14,,,
26/05/21,01/10/21,Rapporti,59257744,,0.199,0.316,0.145,02/06/21,09/06/21,49.5,9.89,15.7,8.2,0.200,0.317,0.166,0.199,0.316,0.145,7,14,,,
27/05/21,01/10/21,Rapporti,59257745,,0.200,0.318,0.151,03/06/21,10/06/21,46.8,9.65,15.1,8.7,0.206,0.323,0.186,0.200,0.318,0.151,7,14,,,
28/05/21,01/10/21,Rapporti,59257746,,0.202,0.319,0.160,04/06/21,11/06/21,44.3,9.26,14.1,8.6,0.209,0.318,0.194,0.202,0.319,0.160,7,14,,,
29/05/21,01/10/21,Rapporti,59257747,,0.204,0.320,0.170,05/06/21,12/06/21,42,8.76,13.3,8.5,0.209,0.317,0.202,0.204,0.320,0.170,7,14,,,
30/05/21,01/10/21,Rapporti,59257748,,0.205,0.320,0.178,06/06/21,13/06/21,40.2,8.38,13.1,8.1,0.208,0.326,0.201,0.205,0.320,0.178,7,14,,,
31/05/21,01/10/21,Rapporti,59257749,,0.206,0.321,0.185,07/06/21,14/06/21,39.1,8.29,12.8,7.6,0.212,0.327,0.194,0.206,0.321,0.185,7,14,,,
01/06/21,01/10/21,Rapporti,59257750,,0.208,0.319,0.189,08/06/21,15/06/21,37.8,7.91,11.6,6.9,0.209,0.307,0.183,0.208,0.319,0.189,7,14,,,
02/06/21,01/10/21,Rapporti,59257751,,0.208,0.318,0.192,09/06/21,16/06/21,36.1,7.39,11.2,6.5,0.205,0.310,0.180,0.208,0.318,0.192,7,14,,,
03/06/21,01/10/21,Rapporti,59257752,,0.210,0.319,0.190,10/06/21,17/06/21,32.4,7.01,10.6,5.7,0.216,0.327,0.176,0.210,0.319,0.190,7,14,,,
04/06/21,01/10/21,Rapporti,59257753,,0.211,0.321,0.186,11/06/21,18/06/21,30.4,6.54,10.1,5.1,0.215,0.332,0.168,0.211,0.321,0.186,7,14,,,
05/06/21,01/10/21,Rapporti,59257754,,0.211,0.324,0.181,12/06/21,19/06/21,28.8,6.17,9.7,4.7,0.214,0.337,0.163,0.211,0.324,0.181,7,14,,,
06/06/21,01/10/21,Rapporti,59257755,,0.213,0.326,0.175,13/06/21,20/06/21,27.7,5.98,9.5,4.5,0.216,0.343,0.162,0.213,0.326,0.175,7,14,,,
07/06/21,01/10/21,Rapporti,59257756,,0.213,0.327,0.170,14/06/21,21/06/21,26.8,5.85,9,4.3,0.218,0.336,0.160,0.213,0.327,0.170,7,14,,,
08/06/21,01/10/21,Rapporti,59257757,,0.215,0.331,0.165,15/06/21,22/06/21,25.8,5.62,8.5,3.7,0.218,0.329,0.143,0.215,0.331,0.165,7,14,,,
09/06/21,01/10/21,Rapporti,59257758,,0.215,0.332,0.157,16/06/21,23/06/21,24.6,5.17,7.9,3.1,0.210,0.321,0.126,0.215,0.332,0.157,7,14,,,
10/06/21,01/10/21,Rapporti,59257759,,0.213,0.329,0.149,17/06/21,24/06/21,24.8,4.87,7.5,2.9,0.196,0.302,0.117,0.213,0.329,0.149,7,14,,,
11/06/21,01/10/21,Rapporti,59257760,,0.209,0.323,0.145,18/06/21,25/06/21,23.7,4.52,7,3.3,0.191,0.295,0.139,0.209,0.323,0.145,7,14,,,
12/06/21,01/10/21,Rapporti,59257761,,0.205,0.317,0.143,19/06/21,26/06/21,22.5,4.23,6.6,3.5,0.188,0.293,0.156,0.205,0.317,0.143,7,14,,,
13/06/21,01/10/21,Rapporti,59257762,,0.203,0.313,0.143,20/06/21,27/06/21,21,4.12,6.6,3.4,0.196,0.314,0.162,0.203,0.313,0.143,7,14,,,
14/06/21,01/10/21,Rapporti,59257763,,0.200,0.311,0.145,21/06/21,28/06/21,20.4,4.03,6.5,3.5,0.198,0.319,0.172,0.200,0.311,0.145,7,14,,,
15/06/21,01/10/21,Rapporti,59257764,,0.197,0.309,0.152,22/06/21,29/06/21,19.3,3.86,6.1,3.7,0.200,0.316,0.192,0.197,0.309,0.152,7,14,,,
16/06/21,01/10/21,Rapporti,59257765,,0.196,0.309,0.165,23/06/21,30/06/21,17.9,3.61,5.8,3.9,0.202,0.324,0.218,0.196,0.309,0.165,7,14,,,
17/06/21,01/10/21,Rapporti,59257766,,0.197,0.313,0.181,24/06/21,01/07/21,16.7,3.42,5.5,3.8,0.205,0.329,0.228,0.197,0.313,0.181,7,14,,,
18/06/21,01/10/21,Rapporti,59257767,,0.199,0.319,0.191,25/06/21,02/07/21,15.4,3.2,5.2,3.3,0.208,0.338,0.214,0.199,0.319,0.191,7,14,,,
19/06/21,01/10/21,Rapporti,59257768,,0.202,0.326,0.199,26/06/21,03/07/21,14.5,2.99,5,3,0.206,0.345,0.207,0.202,0.326,0.199,7,14,,,
20/06/21,01/10/21,Rapporti,59257769,,0.205,0.334,0.207,27/06/21,04/07/21,13.7,2.94,5,3,0.215,0.365,0.219,0.205,0.334,0.207,7,14,,,
21/06/21,01/10/21,Rapporti,59257770,,0.208,0.342,0.215,28/06/21,05/07/21,13,2.91,4.9,3,0.224,0.377,0.231,0.208,0.342,0.215,7,14,,,
22/06/21,01/10/21,Rapporti,59257771,,0.213,0.351,0.220,29/06/21,06/07/21,12.2,2.83,4.6,2.7,0.232,0.377,0.221,0.213,0.351,0.220,7,14,,,
23/06/21,01/10/21,Rapporti,59257772,,0.218,0.357,0.221,30/06/21,07/07/21,11.5,2.69,4.2,2.6,0.234,0.365,0.226,0.218,0.357,0.221,7,14,,,
24/06/21,01/10/21,Rapporti,59257773,,0.223,0.361,0.220,01/07/21,08/07/21,10.8,2.59,3.9,2.4,0.240,0.361,0.222,0.223,0.361,0.220,7,14,,,
25/06/21,01/10/21,Rapporti,59257774,,0.228,0.363,0.223,02/07/21,09/07/21,10.2,2.48,3.6,2.4,0.243,0.353,0.235,0.228,0.363,0.223,7,14,,,
26/06/21,01/10/21,Rapporti,59257775,,0.234,0.365,0.227,03/07/21,10/07/21,9.5,2.35,3.4,2.2,0.247,0.358,0.232,0.234,0.365,0.227,7,14,,,
27/06/21,01/10/21,Rapporti,59257776,,0.238,0.363,0.227,04/07/21,11/07/21,9.4,2.3,3.3,2.1,0.245,0.351,0.223,0.238,0.363,0.227,7,14,,,
28/06/21,01/10/21,Rapporti,59257777,,0.241,0.359,0.222,05/07/21,12/07/21,9.2,2.26,3.2,1.8,0.246,0.348,0.196,0.241,0.359,0.222,7,14,,,
29/06/21,01/10/21,Rapporti,59257778,,0.242,0.356,0.219,06/07/21,13/07/21,9,2.14,3.2,1.8,0.238,0.356,0.200,0.242,0.356,0.219,7,14,,,
30/06/21,01/10/21,Rapporti,59257779,,0.243,0.353,0.218,07/07/21,14/07/21,8.7,2.08,3,1.9,0.239,0.345,0.218,0.243,0.353,0.218,7,14,,,
01/07/21,01/10/21,Rapporti,59257780,,0.242,0.351,0.216,08/07/21,15/07/21,8.6,2.02,3,1.8,0.235,0.349,0.209,0.242,0.351,0.216,7,14,,,
02/07/21,01/10/21,Rapporti,59257781,,0.239,0.348,0.209,09/07/21,16/07/21,8.7,1.97,2.9,1.6,0.226,0.333,0.184,0.239,0.348,0.209,7,14,,,
03/07/21,01/10/21,Rapporti,59257782,,0.236,0.341,0.202,10/07/21,17/07/21,8.8,1.94,2.7,1.6,0.220,0.307,0.182,0.236,0.341,0.202,7,14,,,
04/07/21,01/10/21,Rapporti,59257783,,0.231,0.334,0.196,11/07/21,18/07/21,8.9,1.91,2.7,1.6,0.215,0.303,0.180,0.231,0.334,0.196,7,14,,,
05/07/21,01/10/21,Rapporti,59257784,,0.227,0.328,0.191,12/07/21,19/07/21,9,1.94,2.7,1.5,0.216,0.300,0.167,0.227,0.328,0.191,7,14,,,
06/07/21,01/10/21,Rapporti,59257785,,0.222,0.316,0.183,13/07/21,20/07/21,9.4,1.9,2.6,1.3,0.202,0.277,0.138,0.222,0.316,0.183,7,14,,,
07/07/21,01/10/21,Rapporti,59257786,,0.215,0.303,0.169,14/07/21,21/07/21,9.8,1.87,2.5,1.2,0.191,0.255,0.122,0.215,0.303,0.169,7,14,,,
08/07/21,01/10/21,Rapporti,59257787,,0.206,0.288,0.158,15/07/21,22/07/21,10.7,1.84,2.6,1.4,0.172,0.243,0.131,0.206,0.288,0.158,7,14,,,
09/07/21,01/10/21,Rapporti,59257788,,0.196,0.274,0.150,16/07/21,23/07/21,11.7,1.84,2.7,1.5,0.157,0.231,0.128,0.196,0.274,0.150,7,14,,,
10/07/21,01/10/21,Rapporti,59257789,,0.186,0.261,0.139,17/07/21,24/07/21,12.4,1.87,2.7,1.3,0.151,0.218,0.105,0.186,0.261,0.139,7,14,,,
11/07/21,01/10/21,Rapporti,59257790,,0.176,0.245,0.128,18/07/21,25/07/21,13.4,1.92,2.6,1.4,0.143,0.194,0.104,0.176,0.245,0.128,7,14,,,
12/07/21,01/10/21,Rapporti,59257791,,0.165,0.230,0.120,19/07/21,26/07/21,14.1,2,2.7,1.6,0.142,0.191,0.113,0.165,0.230,0.120,7,14,,,
13/07/21,01/10/21,Rapporti,59257792,,0.155,0.217,0.118,20/07/21,27/07/21,15.2,2.01,2.8,1.9,0.132,0.184,0.125,0.155,0.217,0.118,7,14,,,
14/07/21,01/10/21,Rapporti,59257793,,0.145,0.203,0.116,21/07/21,28/07/21,17.1,2.02,2.7,1.8,0.118,0.158,0.105,0.145,0.203,0.116,7,14,,,
15/07/21,01/10/21,Rapporti,59257794,,0.136,0.188,0.111,22/07/21,29/07/21,18.9,2.08,2.7,1.8,0.110,0.143,0.095,0.136,0.188,0.111,7,14,,,
16/07/21,01/10/21,Rapporti,59257795,,0.128,0.173,0.105,23/07/21,30/07/21,21.4,2.2,2.6,1.9,0.103,0.121,0.089,0.128,0.173,0.105,7,14,,,
17/07/21,01/10/21,Rapporti,59257796,,0.120,0.159,0.102,24/07/21,31/07/21,24.3,2.26,2.9,2,0.093,0.119,0.082,0.120,0.159,0.102,7,14,,,
18/07/21,01/10/21,Rapporti,59257797,,0.112,0.147,0.098,25/07/21,01/08/21,27.3,2.35,3,2,0.086,0.110,0.073,0.112,0.147,0.098,7,14,,,
19/07/21,01/10/21,Rapporti,59257798,,0.104,0.134,0.091,26/07/21,02/08/21,29.3,2.55,3.1,2,0.087,0.106,0.068,0.104,0.134,0.091,7,14,,,
20/07/21,01/10/21,Rapporti,59257799,,0.097,0.122,0.082,27/07/21,03/08/21,32.7,2.72,3.2,2,0.083,0.098,0.061,0.097,0.122,0.082,7,14,,,
21/07/21,01/10/21,Rapporti,59257800,,0.092,0.112,0.075,28/07/21,04/08/21,36.2,2.84,3.1,2.1,0.078,0.086,0.058,0.092,0.112,0.075,7,14,,,
22/07/21,01/10/21,Rapporti,59257801,,0.086,0.103,0.070,29/07/21,05/08/21,40.6,2.92,3.3,2.3,0.072,0.081,0.057,0.086,0.103,0.070,7,14,,,
23/07/21,01/10/21,Rapporti,59257802,,0.081,0.097,0.065,30/07/21,06/08/21,44.4,3.06,3.4,2.4,0.069,0.077,0.054,0.081,0.097,0.065,7,14,,,
24/07/21,01/10/21,Rapporti,59257803,,0.077,0.090,0.061,31/07/21,07/08/21,47.8,3.12,3.6,2.5,0.065,0.075,0.052,0.077,0.090,0.061,7,14,,,
25/07/21,01/10/21,Rapporti,59257804,,0.074,0.086,0.057,01/08/21,08/08/21,50.6,3.3,3.9,2.6,0.065,0.077,0.051,0.074,0.086,0.057,7,14,,,
26/07/21,01/10/21,Rapporti,59257805,,0.071,0.082,0.055,02/08/21,09/08/21,52.3,3.49,4.2,2.6,0.067,0.080,0.050,0.071,0.082,0.055,7,14,,,
27/07/21,01/10/21,Rapporti,59257806,,0.069,0.080,0.053,03/08/21,10/08/21,53.9,3.71,4.4,2.7,0.069,0.082,0.050,0.069,0.080,0.053,7,14,,,
28/07/21,01/10/21,Rapporti,59257807,,0.068,0.079,0.052,04/08/21,11/08/21,56.4,3.9,4.4,2.8,0.069,0.078,0.050,0.068,0.079,0.052,7,14,,,
29/07/21,01/10/21,Rapporti,59257808,,0.068,0.078,0.051,05/08/21,12/08/21,58.2,4.07,4.5,2.9,0.070,0.077,0.050,0.068,0.078,0.051,7,14,,,
30/07/21,01/10/21,Rapporti,59257809,,0.068,0.078,0.051,06/08/21,13/08/21,60.7,4.13,4.7,3.2,0.068,0.077,0.053,0.068,0.078,0.051,7,14,,,
31/07/21,01/10/21,Rapporti,59257810,,0.068,0.079,0.051,07/08/21,14/08/21,63,4.27,4.9,3.4,0.068,0.078,0.054,0.068,0.079,0.051,7,14,,,
01/08/21,01/10/21,Rapporti,59257811,,0.069,0.079,0.052,08/08/21,15/08/21,64,4.44,5,3.6,0.069,0.078,0.056,0.069,0.079,0.052,7,14,,,
02/08/21,01/10/21,Rapporti,59257812,,0.069,0.079,0.053,09/08/21,16/08/21,64.1,4.7,5.5,3.6,0.073,0.086,0.056,0.069,0.079,0.053,7,14,,,
03/08/21,01/10/21,Rapporti,59257813,,0.070,0.080,0.054,10/08/21,17/08/21,64.7,4.86,5.4,4,0.075,0.083,0.062,0.070,0.080,0.054,7,14,,,
04/08/21,01/10/21,Rapporti,59257814,,0.071,0.081,0.057,11/08/21,18/08/21,66.2,4.97,5.7,4.6,0.075,0.086,0.069,0.071,0.081,0.057,7,14,,,
05/08/21,01/10/21,Rapporti,59257815,,0.072,0.082,0.061,12/08/21,19/08/21,68,5.02,5.9,5.1,0.074,0.087,0.075,0.072,0.082,0.061,7,14,,,
06/08/21,01/10/21,Rapporti,59257816,,0.073,0.084,0.064,13/08/21,20/08/21,68,5.12,6.2,5.1,0.075,0.091,0.075,0.073,0.084,0.064,7,14,,,
07/08/21,01/10/21,Rapporti,59257817,,0.074,0.086,0.067,14/08/21,21/08/21,68.6,5.23,6.3,5.3,0.076,0.092,0.077,0.074,0.086,0.067,7,14,,,
08/08/21,01/10/21,Rapporti,59257818,,0.075,0.088,0.070,15/08/21,22/08/21,69.3,5.34,6.5,5.4,0.077,0.094,0.078,0.075,0.088,0.070,7,14,,,
09/08/21,01/10/21,Rapporti,59257819,,0.076,0.090,0.074,16/08/21,23/08/21,71,5.63,6.8,5.7,0.079,0.096,0.080,0.076,0.090,0.074,7,14,,,
10/08/21,01/10/21,Rapporti,59257820,,0.077,0.092,0.076,17/08/21,24/08/21,72.3,5.86,7.1,5.8,0.081,0.098,0.080,0.077,0.092,0.076,7,14,,,
11/08/21,01/10/21,Rapporti,59257821,,0.078,0.094,0.078,18/08/21,25/08/21,72.9,6.01,7.5,5.7,0.082,0.103,0.078,0.078,0.094,0.078,7,14,,,
12/08/21,01/10/21,Rapporti,59257822,,0.079,0.097,0.078,19/08/21,26/08/21,73,6.12,7.8,5.5,0.084,0.107,0.075,0.079,0.097,0.078,7,14,,,
13/08/21,01/10/21,Rapporti,59257823,,0.081,0.099,0.077,20/08/21,27/08/21,74.3,6.23,7.7,5.4,0.084,0.104,0.073,0.081,0.099,0.077,7,14,,,
14/08/21,01/10/21,Rapporti,59257824,,0.082,0.101,0.077,21/08/21,28/08/21,74.8,6.3,7.9,5.5,0.084,0.106,0.074,0.082,0.101,0.077,7,14,,,
15/08/21,01/10/21,Rapporti,59257825,,0.083,0.103,0.077,22/08/21,29/08/21,74.7,6.36,8,5.8,0.085,0.107,0.078,0.083,0.103,0.077,7,14,,,
16/08/21,01/10/21,Rapporti,59257826,,0.084,0.105,0.077,23/08/21,30/08/21,73.8,6.63,8.2,5.9,0.090,0.111,0.080,0.084,0.105,0.077,7,14,,,
17/08/21,01/10/21,Rapporti,59257827,,0.086,0.108,0.077,24/08/21,31/08/21,73.3,6.81,8.5,6.2,0.093,0.116,0.085,0.086,0.108,0.077,7,14,,,
18/08/21,01/10/21,Rapporti,59257828,,0.087,0.109,0.078,25/08/21,01/09/21,73.6,6.79,8.4,6.3,0.092,0.114,0.086,0.087,0.109,0.078,7,14,,,
19/08/21,01/10/21,Rapporti,59257829,,0.089,0.110,0.081,26/08/21,02/09/21,73.5,6.85,8.5,6.7,0.093,0.116,0.091,0.089,0.110,0.081,7,14,,,
20/08/21,01/10/21,Rapporti,59257830,,0.090,0.112,0.084,27/08/21,03/09/21,73.2,6.94,8.6,6.9,0.095,0.117,0.094,0.090,0.112,0.084,7,14,,,
21/08/21,01/10/21,Rapporti,59257831,,0.092,0.114,0.087,28/08/21,04/09/21,73.7,6.94,8.6,6.9,0.094,0.117,0.094,0.092,0.114,0.087,7,14,,,
22/08/21,01/10/21,Rapporti,59257832,,0.093,0.116,0.089,29/08/21,05/09/21,74.2,6.97,8.9,7.1,0.094,0.120,0.096,0.093,0.116,0.089,7,14,,,
23/08/21,01/10/21,Rapporti,59257833,,0.094,0.118,0.091,30/08/21,06/09/21,75,7.2,9.2,7.1,0.096,0.123,0.095,0.094,0.118,0.091,7,14,,,
24/08/21,01/10/21,Rapporti,59257834,,0.094,0.118,0.092,31/08/21,07/09/21,76.4,7.18,9.2,7,0.094,0.120,0.092,0.094,0.118,0.092,7,14,,,
25/08/21,01/10/21,Rapporti,59257835,,0.094,0.119,0.093,01/09/21,08/09/21,77,7.14,9.1,7,0.093,0.118,0.091,0.094,0.119,0.093,7,14,,,
26/08/21,01/10/21,Rapporti,59257836,,0.094,0.120,0.093,02/09/21,09/09/21,77,7.1,9.4,7,0.092,0.122,0.091,0.094,0.120,0.093,7,14,,,
27/08/21,01/10/21,Rapporti,59257837,,0.093,0.120,0.093,03/09/21,10/09/21,78,7.03,9.4,7.1,0.090,0.121,0.091,0.093,0.120,0.093,7,14,,,
28/08/21,01/10/21,Rapporti,59257838,,0.093,0.121,0.092,04/09/21,11/09/21,76.9,7.09,9.6,7.1,0.092,0.125,0.092,0.093,0.121,0.092,7,14,,,
29/08/21,01/10/21,Rapporti,59257839,,0.093,0.122,0.091,05/09/21,12/09/21,77,7.11,9.7,6.8,0.092,0.126,0.088,0.093,0.122,0.091,7,14,,,
30/08/21,01/10/21,Rapporti,59257840,,0.093,0.122,0.090,06/09/21,13/09/21,77.1,7.26,9.6,6.5,0.094,0.125,0.084,0.093,0.122,0.090,7,14,,,
31/08/21,01/10/21,Rapporti,59257841,,0.093,0.123,0.089,07/09/21,14/09/21,76.2,7.27,9.5,6.6,0.095,0.125,0.087,0.093,0.123,0.089,7,14,,,
01/09/21,01/10/21,Rapporti,59257842,,0.093,0.124,0.089,08/09/21,15/09/21,74.4,7.15,9.5,6.6,0.096,0.128,0.089,0.093,0.124,0.089,7,14,,,
02/09/21,01/10/21,Rapporti,59257843,,0.094,0.125,0.089,09/09/21,16/09/21,73.6,7.14,9.4,6.8,0.097,0.128,0.092,0.094,0.125,0.089,7,14,,,
03/09/21,01/10/21,Rapporti,59257844,,0.095,0.126,0.090,10/09/21,17/09/21,71.8,7.03,9.2,6.8,0.098,0.128,0.095,0.095,0.126,0.090,7,14,,,
04/09/21,01/10/21,Rapporti,59257845,,0.096,0.127,0.090,11/09/21,18/09/21,70.6,6.95,9.2,6.7,0.098,0.130,0.095,0.096,0.127,0.090,7,14,,,
05/09/21,01/10/21,Rapporti,59257846,,0.097,0.128,0.091,12/09/21,19/09/21,69.5,6.94,9.4,6.6,0.100,0.135,0.095,0.097,0.128,0.091,7,14,,,
06/09/21,01/10/21,Rapporti,59257847,,0.098,0.130,0.093,13/09/21,20/09/21,68,7.09,9.5,6.7,0.104,0.140,0.099,0.098,0.130,0.093,7,14,,,
07/09/21,01/10/21,Rapporti,59257848,,0.100,0.133,0.095,14/09/21,21/09/21,66.7,7.03,9.3,6.6,0.105,0.139,0.099,0.100,0.133,0.095,7,14,,,
08/09/21,01/10/21,Rapporti,59257849,,0.101,0.134,0.096,15/09/21,22/09/21,65.7,6.97,9.1,6.5,0.106,0.139,0.099,0.101,0.134,0.096,7,14,,,
09/09/21,01/10/21,Rapporti,59257850,,0.103,0.136,0.098,16/09/21,23/09/21,63.6,6.78,9,6.5,0.107,0.142,0.102,0.103,0.136,0.098,7,14,,,
10/09/21,01/10/21,Rapporti,59257851,,0.104,0.138,0.098,17/09/21,24/09/21,61.7,6.73,8.9,6.2,0.109,0.144,0.100,0.104,0.138,0.098,7,14,,,
11/09/21,01/10/21,Rapporti,59257852,,0.106,0.141,0.100,18/09/21,25/09/21,60.1,6.68,8.8,6.2,0.111,0.146,0.103,0.106,0.141,0.100,7,14,,,
12/09/21,01/10/21,Rapporti,59257853,,0.108,0.143,0.102,19/09/21,26/09/21,59,6.63,8.9,6.5,0.112,0.151,0.110,0.108,0.143,0.102,7,14,,,
13/09/21,01/10/21,Rapporti,59257854,,0.109,0.145,0.104,20/09/21,27/09/21,58.1,6.72,8.8,6.5,0.116,0.151,0.112,0.109,0.145,0.104,7,14,,,
14/09/21,01/10/21,Rapporti,59257855,,0.111,0.147,0.106,21/09/21,28/09/21,56.9,6.64,8.7,6.5,0.117,0.153,0.114,0.111,0.147,0.106,7,14,,,
15/09/21,01/10/21,Rapporti,59257856,,0.113,0.149,0.108,22/09/21,29/09/21,55,6.41,8.7,6.4,0.117,0.158,0.116,0.113,0.149,0.108,7,14,,,
16/09/21,01/10/21,Rapporti,59257857,,0.114,0.151,0.110,23/09/21,30/09/21,54.4,6.16,8.5,6.2,0.113,0.156,0.114,0.114,0.151,0.110,7,14,,,
