Data,Regione,Ricoverati in area non critica,Totale dei posti letto in area non critica,Ricoverati in Terapia Intensiva,Totale dei posti letto in Terapia Intensiva,TI attivabili,Occupazione COVID in area non critica (%),Occupazione COVID in Terapia Intensiva (%),Abitanti,Totale posti in area non critica/100K ab,Totale posti in TI/100K ab,Aggiornamento AGENAS,Aggiornamento,Popup,,,,,
22/08/21,P.A. Bolzano,18,391,2,100,20,4.6,2,533715,73.3,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
23/08/21,P.A. Bolzano,20,391,3,100,20,5.12,3,533715,73.3,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
24/08/21,P.A. Bolzano,18,391,3,100,20,4.6,3,533715,73.3,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
25/08/21,P.A. Bolzano,19,500,3,100,20,3.8,3,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
26/08/21,P.A. Bolzano,16,500,5,100,20,3.2,5,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
27/08/21,P.A. Bolzano,17,500,5,100,20,3.4,5,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
28/08/21,P.A. Bolzano,19,500,5,100,20,3.8,5,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
29/08/21,P.A. Bolzano,18,500,5,100,20,3.6,5,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
30/08/21,P.A. Bolzano,21,500,5,100,20,4.2,5,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
31/08/21,P.A. Bolzano,21,500,3,100,20,4.2,3,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
01/09/21,P.A. Bolzano,23,500,4,100,20,4.6,4,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
02/09/21,P.A. Bolzano,21,500,4,100,20,4.2,4,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
03/09/21,P.A. Bolzano,19,500,5,100,20,3.8,5,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
04/09/21,P.A. Bolzano,25,500,4,100,20,5,4,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
05/09/21,P.A. Bolzano,28,500,5,100,20,5.6,5,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
06/09/21,P.A. Bolzano,24,500,7,100,20,4.8,7,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
07/09/21,P.A. Bolzano,24,500,7,100,20,4.8,7,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
08/09/21,P.A. Bolzano,21,500,8,100,20,4.2,8,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
09/09/21,P.A. Bolzano,20,500,7,100,20,4,7,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
10/09/21,P.A. Bolzano,25,500,7,100,20,5,7,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
11/09/21,P.A. Bolzano,25,500,7,100,20,5,7,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
12/09/21,P.A. Bolzano,23,500,7,100,20,4.6,7,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
13/09/21,P.A. Bolzano,21,500,7,100,20,4.2,7,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
14/09/21,P.A. Bolzano,22,500,7,100,20,4.4,7,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
15/09/21,P.A. Bolzano,25,500,8,100,20,5,8,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
16/09/21,P.A. Bolzano,20,500,6,100,20,4,6,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
17/09/21,P.A. Bolzano,15,500,7,100,20,3,7,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
18/09/21,P.A. Bolzano,22,500,7,100,20,4.4,7,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
19/09/21,P.A. Bolzano,21,500,9,100,20,4.2,9,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
20/09/21,P.A. Bolzano,23,500,8,100,20,4.6,8,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
21/09/21,P.A. Bolzano,19,500,9,100,20,3.8,9,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
22/09/21,P.A. Bolzano,21,500,9,100,20,4.2,9,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
23/09/21,P.A. Bolzano,21,500,9,100,20,4.2,9,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
24/09/21,P.A. Bolzano,18,500,10,100,20,3.6,10,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
25/09/21,P.A. Bolzano,22,500,10,100,20,4.4,10,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
26/09/21,P.A. Bolzano,22,500,9,100,20,4.4,9,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
27/09/21,P.A. Bolzano,24,500,9,100,20,4.8,9,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
28/09/21,P.A. Bolzano,25,500,9,100,20,5,9,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
29/09/21,P.A. Bolzano,26,500,8,100,20,5.2,8,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
30/09/21,P.A. Bolzano,24,500,8,100,20,4.8,8,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
01/10/21,P.A. Bolzano,27,500,6,100,20,5.4,6,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
02/10/21,P.A. Bolzano,28,500,5,100,20,5.6,5,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
03/10/21,P.A. Bolzano,28,500,5,100,20,5.6,5,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
04/10/21,P.A. Bolzano,32,500,5,100,20,6.4,5,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
05/10/21,P.A. Bolzano,27,500,6,100,20,5.4,6,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
06/10/21,P.A. Bolzano,27,500,5,100,20,5.4,5,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
07/10/21,P.A. Bolzano,26,500,6,100,20,5.2,6,533715,93.7,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
,,,,,,,,,,,,,,,,,,,
08/08/21,Marche,45,951,6,209,61,4.73,2.87,1501406,63.3,13.9,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
09/08/21,Marche,49,951,6,209,61,5.15,2.87,1501406,63.3,13.9,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
10/08/21,Marche,49,951,6,209,61,5.15,2.87,1501406,63.3,13.9,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
11/08/21,Marche,42,951,6,209,61,4.42,2.87,1501406,63.3,13.9,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
12/08/21,Marche,37,951,6,209,61,3.89,2.87,1501406,63.3,13.9,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
13/08/21,Marche,31,951,7,209,61,3.26,3.35,1501406,63.3,13.9,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
14/08/21,Marche,34,951,6,209,61,3.58,2.87,1501406,63.3,13.9,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
15/08/21,Marche,39,951,6,209,61,4.1,2.87,1501406,63.3,13.9,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
16/08/21,Marche,38,951,7,213,61,4,3.29,1501406,63.3,14.2,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
17/08/21,Marche,39,951,8,213,61,4.1,3.76,1501406,63.3,14.2,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
18/08/21,Marche,39,951,8,213,61,4.1,3.76,1501406,63.3,14.2,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
19/08/21,Marche,45,951,9,213,61,4.73,4.23,1501406,63.3,14.2,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
20/08/21,Marche,49,951,9,213,61,5.15,4.23,1501406,63.3,14.2,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
21/08/21,Marche,49,951,9,213,61,5.15,4.23,1501406,63.3,14.2,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
22/08/21,Marche,45,951,10,213,61,4.73,4.69,1501406,63.3,14.2,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
23/08/21,Marche,44,951,13,213,61,4.63,6.1,1501406,63.3,14.2,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
24/08/21,Marche,55,959,11,213,61,5.74,5.16,1501406,63.9,14.2,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
25/08/21,Marche,67,969,11,212,61,6.91,5.19,1501406,64.5,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
26/08/21,Marche,65,972,12,212,61,6.69,5.66,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
27/08/21,Marche,69,971,12,212,61,7.11,5.66,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
28/08/21,Marche,69,971,16,212,61,7.11,7.55,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
29/08/21,Marche,66,971,16,212,61,6.8,7.55,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
30/08/21,Marche,64,971,17,212,61,6.59,8.02,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
31/08/21,Marche,59,971,20,212,61,6.08,9.43,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
01/09/21,Marche,68,971,19,212,61,7,8.96,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
02/09/21,Marche,68,971,19,212,61,7,8.96,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
03/09/21,Marche,59,971,20,212,61,6.08,9.43,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
04/09/21,Marche,58,971,22,212,61,5.97,10.38,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
05/09/21,Marche,60,971,22,212,61,6.18,10.38,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
06/09/21,Marche,57,971,21,212,61,5.87,9.91,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
07/09/21,Marche,59,971,20,212,61,6.08,9.43,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
08/09/21,Marche,60,971,20,212,61,6.18,9.43,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
09/09/21,Marche,58,971,23,212,61,5.97,10.85,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
10/09/21,Marche,60,971,23,212,61,6.18,10.85,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
11/09/21,Marche,59,971,23,212,61,6.08,10.85,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
12/09/21,Marche,59,971,24,212,61,6.08,11.32,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
13/09/21,Marche,58,971,26,212,61,5.97,12.26,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
14/09/21,Marche,55,971,27,212,61,5.66,12.74,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
15/09/21,Marche,56,971,27,212,61,5.77,12.74,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
16/09/21,Marche,54,971,27,212,61,5.56,12.74,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
17/09/21,Marche,58,971,26,212,58,5.97,12.26,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
18/09/21,Marche,59,971,22,212,58,6.08,10.38,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
19/09/21,Marche,57,971,22,212,58,5.87,10.38,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
20/09/21,Marche,56,971,21,212,59,5.77,9.91,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
21/09/21,Marche,58,971,20,212,59,5.97,9.43,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
22/09/21,Marche,58,971,21,212,58,5.97,9.91,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
23/09/21,Marche,59,971,21,212,58,6.08,9.91,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
24/09/21,Marche,61,971,20,212,59,6.28,9.43,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
25/09/21,Marche,58,971,21,212,60,5.97,9.91,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
26/09/21,Marche,55,971,21,212,60,5.66,9.91,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
27/09/21,Marche,55,971,21,212,60,5.66,9.91,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
28/09/21,Marche,54,971,20,212,60,5.56,9.43,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
29/09/21,Marche,55,971,20,212,60,5.66,9.43,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
30/09/21,Marche,57,971,18,212,60,5.87,8.49,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
01/10/21,Marche,53,971,17,212,60,5.46,8.02,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
02/10/21,Marche,47,971,18,212,60,4.84,8.49,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
03/10/21,Marche,39,971,19,212,60,4.02,8.96,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
04/10/21,Marche,41,971,18,212,60,4.22,8.49,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
05/10/21,Marche,45,971,16,212,60,4.63,7.55,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
06/10/21,Marche,40,971,15,212,60,4.12,7.08,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
07/10/21,Marche,36,971,15,212,60,3.71,7.08,1501406,64.7,14.1,07/10/2021 ore 17:59,07/10/21,Marche,,,,,
,,,,,,,,,,,,,,,,,,,
08/08/21,Toscana,235,5033,23,570,38,4.67,4.04,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
09/08/21,Toscana,253,5033,30,570,37,5.03,5.26,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
10/08/21,Toscana,253,5033,30,570,37,5.03,5.26,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
11/08/21,Toscana,260,5033,29,570,37,5.17,5.09,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
12/08/21,Toscana,259,5033,32,570,37,5.15,5.61,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
13/08/21,Toscana,263,5033,32,570,37,5.23,5.61,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
14/08/21,Toscana,268,5033,33,570,37,5.32,5.79,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
15/08/21,Toscana,287,5033,33,570,36,5.7,5.79,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
16/08/21,Toscana,297,5033,37,570,36,5.9,6.49,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
17/08/21,Toscana,309,5033,38,570,42,6.14,6.67,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
18/08/21,Toscana,309,5033,38,570,42,6.14,6.67,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
19/08/21,Toscana,322,5033,38,570,40,6.4,6.67,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
20/08/21,Toscana,330,5033,41,570,39,6.56,7.19,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
21/08/21,Toscana,333,5033,41,570,40,6.62,7.19,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
22/08/21,Toscana,349,5033,43,570,40,6.93,7.54,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
23/08/21,Toscana,366,5033,41,570,40,7.27,7.19,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
24/08/21,Toscana,385,5033,41,570,40,7.65,7.19,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
25/08/21,Toscana,379,5033,40,570,34,7.53,7.02,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
26/08/21,Toscana,397,5033,43,570,34,7.89,7.54,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
27/08/21,Toscana,401,5033,46,570,34,7.97,8.07,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
28/08/21,Toscana,413,4973,47,570,34,8.3,8.25,3668333,135.6,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
29/08/21,Toscana,419,4973,53,570,34,8.43,9.3,3668333,135.6,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
30/08/21,Toscana,424,5033,54,570,34,8.42,9.47,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
31/08/21,Toscana,419,5033,54,570,34,8.33,9.47,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
01/09/21,Toscana,415,5033,51,570,34,8.25,8.95,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
02/09/21,Toscana,405,5033,56,570,33,8.05,9.82,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
03/09/21,Toscana,397,5033,59,570,33,7.89,10.35,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
04/09/21,Toscana,400,5033,59,570,33,7.95,10.35,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
05/09/21,Toscana,392,5033,58,570,33,7.79,10.18,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
06/09/21,Toscana,396,5033,56,570,33,7.87,9.82,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
07/09/21,Toscana,394,5033,53,570,35,7.83,9.3,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
08/09/21,Toscana,392,5033,56,570,35,7.79,9.82,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
09/09/21,Toscana,390,5033,58,570,35,7.75,10.18,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
10/09/21,Toscana,385,5033,57,570,35,7.65,10,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
11/09/21,Toscana,379,5033,55,570,34,7.53,9.65,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
12/09/21,Toscana,374,5033,55,570,34,7.43,9.65,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
13/09/21,Toscana,380,5033,56,570,34,7.55,9.82,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
14/09/21,Toscana,363,5033,57,570,34,7.21,10,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
15/09/21,Toscana,354,5033,52,570,35,7.03,9.12,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
16/09/21,Toscana,348,5033,50,570,35,6.91,8.77,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
17/09/21,Toscana,354,5033,48,570,35,7.03,8.42,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
18/09/21,Toscana,348,5033,47,570,35,6.91,8.25,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
19/09/21,Toscana,336,5033,49,570,35,6.68,8.6,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
20/09/21,Toscana,336,5033,51,570,35,6.68,8.95,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
21/09/21,Toscana,336,5033,53,570,35,6.68,9.3,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
22/09/21,Toscana,322,5033,50,570,35,6.4,8.77,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
23/09/21,Toscana,306,5033,51,570,35,6.08,8.95,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
24/09/21,Toscana,299,5033,49,570,35,5.94,8.6,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
25/09/21,Toscana,288,5033,49,570,35,5.72,8.6,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
26/09/21,Toscana,274,5033,47,570,35,5.44,8.25,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
27/09/21,Toscana,284,5033,50,570,35,5.64,8.77,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
28/09/21,Toscana,281,5033,43,570,35,5.58,7.54,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
29/09/21,Toscana,256,5033,36,570,38,5.09,6.32,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
30/09/21,Toscana,238,5033,33,570,38,4.73,5.79,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
01/10/21,Toscana,230,5033,35,570,38,4.57,6.14,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
02/10/21,Toscana,228,5033,35,570,39,4.53,6.14,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
03/10/21,Toscana,229,5033,35,570,37,4.55,6.14,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
04/10/21,Toscana,235,5033,34,570,37,4.67,5.96,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
05/10/21,Toscana,236,5033,32,570,37,4.69,5.61,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
06/10/21,Toscana,231,5033,32,570,37,4.59,5.61,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
07/10/21,Toscana,227,5033,28,570,37,4.51,4.91,3668333,137.2,15.5,07/10/2021 ore 17:59,07/10/21,Toscana,,,,,
,,,,,,,,,,,,,,,,,,,
08/08/21,Lazio,398,6421,54,943,243,6.2,5.73,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
09/08/21,Lazio,438,6421,62,943,243,6.82,6.57,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
10/08/21,Lazio,438,6421,62,943,243,6.82,6.57,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
11/08/21,Lazio,463,6421,65,943,243,7.21,6.89,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
12/08/21,Lazio,466,6421,66,943,243,7.26,7,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
13/08/21,Lazio,466,6421,68,943,243,7.26,7.21,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
14/08/21,Lazio,454,6421,67,943,243,7.07,7.1,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
15/08/21,Lazio,456,6421,67,943,243,7.1,7.1,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
16/08/21,Lazio,493,6421,70,943,243,7.68,7.42,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
17/08/21,Lazio,505,6421,66,943,243,7.86,7,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
18/08/21,Lazio,505,6421,66,943,243,7.86,7,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
19/08/21,Lazio,526,6421,65,943,243,8.19,6.89,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
20/08/21,Lazio,528,6421,67,943,243,8.22,7.1,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
21/08/21,Lazio,528,6421,68,943,243,8.22,7.21,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
22/08/21,Lazio,506,6421,69,943,243,7.88,7.32,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
23/08/21,Lazio,538,6421,67,943,243,8.38,7.1,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
24/08/21,Lazio,524,6421,68,943,243,8.16,7.21,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
25/08/21,Lazio,516,6421,66,943,243,8.04,7,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
26/08/21,Lazio,508,6421,67,943,243,7.91,7.1,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
27/08/21,Lazio,488,6421,70,943,243,7.6,7.42,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
28/08/21,Lazio,457,6421,71,943,243,7.12,7.53,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
