Rtmax,Rtmin,Varmax,Varmin,Vmax,Vmin,%RtMax,%RtMin,%Vmax,%Vmin,NV%max,NV%min,Data,Casi per 100.000 ab. in 7 giorni,Variazioni % in 7 giorni,Rt,,Settimana,Rt puntuale,calcolato al,,Regione,ShowCasi,Casi,Report,,
,,,,,,,,,,,,08/08/21,32.9,2,,7,dal 14/7 al 27/7,,,16,Piemonte,-61.72748989,,,,
,,,,,,,,,,,,09/08/21,31.8,-6.8,,7,dal 14/7 al 27/7,,,16,Piemonte,-61.88013958,,,,
,,,,,,,,,,,,10/08/21,30.7,-8.1,,7,dal 14/7 al 27/7,,,16,Piemonte,-62.03278928,,,,
,,,,,,,,,,,,11/08/21,33.2,-7.4,,7,dal 14/7 al 27/7,,,16,Piemonte,-61.68585816,,,,
,,,,,,,,,,,,12/08/21,34.2,-3.2,,7,dal 14/7 al 27/7,,,16,Piemonte,-61.54708571,,,,
,,,,,,,,,,,,13/08/21,35.2,3.2,1.42,7,dal 21/7 al 3/8,1.35,28/7,16,Piemonte,-61.40831326,,13/08/21,,
,,,,,,,,,,,,14/08/21,37.8,15.4,,7,dal 21/7 al 3/8,,,16,Piemonte,-61.04750489,,,,
,,,,,,,,,,,,15/08/21,39,18.6,,7,dal 21/7 al 3/8,,,16,Piemonte,-60.88097795,,,,
,,,,,,,,,,,,16/08/21,39.2,23.4,,7,dal 21/7 al 3/8,,,16,Piemonte,-60.85322346,,,,
,,,,,,,,,,,,17/08/21,40.5,32.2,,7,dal 21/7 al 3/8,,,16,Piemonte,-60.67281928,,,,
,,,,,,,,,,,,18/08/21,39.1,17.6,,7,dal 21/7 al 3/8,,,16,Piemonte,-60.86710071,,,,
,,,,,,,,,,,,19/08/21,38,11,,7,dal 21/7 al 3/8,,,16,Piemonte,-61.0197504,,,,
,,,,,,,,,,,,20/08/21,37.3,5.8,1.09,7,dal 28/7 al 10/8,0.99,4/8,16,Piemonte,-61.11689112,,20/08/21,,
,,,,,,,,,,,,21/08/21,36,-4.8,,7,dal 28/7 al 10/8,,,16,Piemonte,-61.2972953,,,,
,,,,,,,,,,,,22/08/21,35.4,-9.2,,7,dal 28/7 al 10/8,,,16,Piemonte,-61.38055877,,,,
,,,,,,,,,,,,23/08/21,35.5,-9.3,,7,dal 28/7 al 10/8,,,16,Piemonte,-61.36668152,,,,
,,,,,,,,,,,,24/08/21,36.3,-10.3,,7,dal 28/7 al 10/8,,,16,Piemonte,-61.25566356,,,,
,,,,,,,,,,,,25/08/21,35.3,-9.6,,7,dal 28/7 al 10/8,,,16,Piemonte,-61.39443601,,,,
,,,,,,,,,,,,26/08/21,36.5,-3.8,,7,dal 28/7 al 10/8,,,16,Piemonte,-61.22790908,,,,
,,,,,,,,,,,,27/08/21,37.7,1.3,1,7,dal 4/8 al 17/8,1.05,11/8,16,Piemonte,-61.06138214,,27/08/21,,
,,,,,,,,,,,,28/08/21,38.1,5.9,,7,dal 4/8 al 17/8,,,16,Piemonte,-61.00587316,,,,
,,,,,,,,,,,,29/08/21,38.1,7.5,,7,dal 4/8 al 17/8,,,16,Piemonte,-61.00587316,,,,
,,,,,,,,,,,,30/08/21,38.1,7.2,,7,dal 4/8 al 17/8,,,16,Piemonte,-61.00587316,,,,
,,,,,,,,,,,,31/08/21,37.6,3.5,,7,dal 4/8 al 17/8,,,16,Piemonte,-61.07525938,,,,
,,,,,,,,,,,,01/09/21,37.5,6.2,,7,dal 4/8 al 17/8,,,16,Piemonte,-61.08913663,,,,
,,,,,,,,,,,,02/09/21,36.4,-0.4,,7,dal 4/8 al 17/8,,,16,Piemonte,-61.24178632,,,,
,,,,,,,,,,,,03/09/21,36,-4.6,0.99,7,dal 11/8 al 24/8,0.98,18/8,16,Piemonte,-61.2972953,,03/09/21,,
,,,,,,,,,,,,04/09/21,37.4,-1.7,,7,dal 11/8 al 24/8,,,16,Piemonte,-61.10301387,,,,
,,,,,,,,,,,,05/09/21,37.4,-1.7,,7,dal 11/8 al 24/8,,,16,Piemonte,-61.10301387,,,,
,,,,,,,,,,,,06/09/21,37.3,-2,,7,dal 11/8 al 24/8,,,16,Piemonte,-61.11689112,,,,
,,,,,,,,,,,,07/09/21,37.8,0.6,,7,dal 11/8 al 24/8,,,16,Piemonte,-61.04750489,,,,
,,,,,,,,,,,,08/09/21,37.9,1.1,,7,dal 11/8 al 24/8,,,16,Piemonte,-61.03362765,,,,
,,,,,,,,,,,,09/09/21,37.4,3,,7,dal 11/8 al 24/8,,,16,Piemonte,-61.10301387,,,,
,,,,,,,,,,,,10/09/21,36.3,0.9,0.97,7,dal 18/8 al 31/8,0.99,25/8,16,Piemonte,-61.25566356,,10/09/21,,
,,,,,,,,,,,,11/09/21,34.7,-7.4,,7,dal 18/8 al 31/8,,,16,Piemonte,-61.47769948,,,,
,,,,,,,,,,,,12/09/21,36,-3.8,,7,dal 18/8 al 31/8,,,16,Piemonte,-61.2972953,,,,
,,,,,,,,,,,,13/09/21,35.7,-4.3,,7,dal 18/8 al 31/8,,,16,Piemonte,-61.33892703,,,,
,,,,,,,,,,,,14/09/21,34.8,-8,,7,dal 18/8 al 31/8,,,16,Piemonte,-61.46382224,,,,
,,,,,,,,,,,,15/09/21,35.8,-5.7,,7,dal 18/8 al 31/8,,,16,Piemonte,-61.32504979,,,,
,,,,,,,,,,,,16/09/21,36.5,-2.6,,7,dal 18/8 al 31/8,,,16,Piemonte,-61.22790908,,,,
,,,,,,,,,,,,17/09/21,37.8,4.1,0.91,7,dal 25/8 al 7/9,0.91,1/9,16,Piemonte,-61.04750489,,17/09/21,,
,,,,,,,,,,,,18/09/21,37.9,9.4,,7,dal 25/8 al 7/9,,,16,Piemonte,-61.03362765,,,,
,,,,,,,,,,,,19/09/21,36.2,0.6,,7,dal 25/8 al 7/9,,,16,Piemonte,-61.26954081,,,,
,,,,,,,,,,,,20/09/21,37.3,4.5,,7,dal 25/8 al 7/9,,,16,Piemonte,-61.11689112,,,,
,,,,,,,,,,,,21/09/21,37.8,8.6,,7,dal 25/8 al 7/9,,,16,Piemonte,-61.04750489,,,,
,,,,,,,,,,,,22/09/21,37.1,3.8,,7,dal 25/8 al 7/9,,,16,Piemonte,-61.14464561,,,,
,,,,,,,,,,,,23/09/21,36.6,0.5,,7,dal 25/8 al 7/9,,,16,Piemonte,-61.21403183,,,,
,,,,,,,,,,,,24/09/21,34.7,-8.2,0.87,7,dal 1/9 al 14/9,0.83,8/9,16,Piemonte,-61.47769948,,24/09/21,,
,,,,,,,,,,,,25/09/21,34.2,-9.9,,7,dal 1/9 al 14/9,,,16,Piemonte,-61.54708571,,,,
,,,,,,,,,,,,26/09/21,34,-6,,7,dal 1/9 al 14/9,,,16,Piemonte,-61.5748402,,,,
,,,,,,,,,,,,27/09/21,33.6,-9.9,,7,dal 1/9 al 14/9,,,16,Piemonte,-61.63034918,,,,
,,,,,,,,,,,,28/09/21,32.8,-13.1,,7,dal 1/9 al 14/9,,,16,Piemonte,-61.74136713,,,,
,,,,,,,,,,,,29/09/21,31.4,-15.4,,7,dal 1/9 al 14/9,,,16,Piemonte,-61.93564856,,,,
,,,,,,,,,,,,30/09/21,30.6,-16.5,,7,dal 1/9 al 14/9,,,16,Piemonte,-62.04666652,,,,
,,,,,,,,,,,,01/10/21,29.3,-15.7,0.88,7,dal 8/9 al 21/9,0.87,15/9,16,Piemonte,-62.2270707,,01/10/21,,
,,,,,,,,,,,,02/10/21,27.8,-18.8,,7,dal 8/9 al 21/9,,,16,Piemonte,-62.43522938,,,,
,,,,,,,,,,,,03/10/21,28.3,-16.7,,7,dal 8/9 al 21/9,,,16,Piemonte,-62.36584315,,,,
,,,,,,,,,,,,04/10/21,27.4,-18.5,,7,dal 8/9 al 21/9,,,16,Piemonte,-62.49073836,,,,
,,,,,,,,,,,,05/10/21,26.1,-20.5,,7,dal 8/9 al 21/9,,,16,Piemonte,-62.67114254,,,,
,,,,,,,,,,,,06/10/21,25.6,-18.3,,7,dal 8/9 al 21/9,,,16,Piemonte,-62.74052876,,,,
,,,,,,,,,,,,07/10/21,25.7,-16.1,,7,dal 8/9 al 21/9,,,16,Piemonte,-62.72665152,,,,
,,,,,,,,,,,,08/10/21,24.8,-15.3,0.74,7,dal 15/9 al 28/9,0.86,22/9,16,Piemonte,-62.85154672,,08/10/21,,
,,,,,,,,,,,,09/10/21,25.8,-7.1,,7,dal 15/9 al 28/9,,,16,Piemonte,-62.71277427,,,,
,,,,,,,,,,,,10/10/21,24.5,-13.5,,7,dal 15/9 al 28/9,,,16,Piemonte,-62.89317846,,,,
,,,,,,,,,,,,11/10/21,25.3,-7.9,,7,dal 15/9 al 28/9,,,16,Piemonte,-62.7821605,,,,
,,,,,,,,,,,,12/10/21,26.5,1.3,,7,dal 15/9 al 28/9,,,16,Piemonte,-62.61563356,,,,
,,,,,,,,,,,,13/10/21,26.4,3,,7,dal 15/9 al 28/9,,,16,Piemonte,-62.62951081,,,,
,,,,,,,,,,,,14/10/21,26.2,2,,7,dal 15/9 al 28/9,,,16,Piemonte,-62.6572653,,,,
,,,,,,,,,,,,15/10/21,28.2,13.7,0.9,7,dal 22/9 al 5/10,0.93,29/9,16,Piemonte,-62.3797204,,15/10/21,,
,,,,,,,,,,,,16/10/21,28.6,10.8,,7,dal 22/9 al 5/10,,,16,Piemonte,-62.32421142,,,,
,,,,,,,,,,,,17/10/21,28.4,15.7,,7,dal 22/9 al 5/10,,,16,Piemonte,-62.35196591,,,,
,,,,,,,,,,,,18/10/21,28.2,11.8,,7,dal 22/9 al 5/10,,,16,Piemonte,-62.3797204,,,,
,,,,,,,,,,,,19/10/21,29.5,11.6,,7,dal 22/9 al 5/10,,,16,Piemonte,-62.19931622,,,,
,,,,,,,,,,,,20/10/21,31.5,19.3,,7,dal 22/9 al 5/10,,,16,Piemonte,-61.92177132,,,,
,,,,,,,,,,,,21/10/21,33.1,26.5,,7,dal 22/9 al 5/10,,,16,Piemonte,-61.6997354,,,,
,,,,,,,,,,,,22/10/21,34.9,23.8,0.92,7,dal 29/9 al 12/10,0.91,6/10,16,Piemonte,-61.44994499,,22/10/21,,
,,,,,,,,,,,,23/10/21,35.6,24.6,,7,dal 29/9 al 12/10,,,16,Piemonte,-61.35280428,,,,
,,,,,,,,,,,,24/10/21,36.9,30.1,,7,dal 29/9 al 12/10,,,16,Piemonte,-61.1724001,,,,
,,,,,,,,,,,,25/10/21,37,31.1,,7,dal 29/9 al 12/10,,,16,Piemonte,-61.15852285,,,,
,,,,,,,,,,,,26/10/21,37.3,26.5,,7,dal 29/9 al 12/10,,,16,Piemonte,-61.11689112,,,,
,,,,,,,,,,,,27/10/21,36.1,14.6,,7,dal 29/9 al 12/10,,,16,Piemonte,-61.28341805,,,,
,,,,,,,,,,,,28/10/21,36.2,9.1,,7,dal 29/9 al 12/10,,,16,Piemonte,-61.26954081,,,,
,,,,,,,,,,,,29/10/21,35.8,2.7,1.05,7,dal 6/10 al 19/10,1.08,13/10,16,Piemonte,-61.32504979,,29/10/21,,
,,,,,,,,,,,,30/10/21,36.6,2.8,,7,dal 6/10 al 19/10,,,16,Piemonte,-61.21403183,,,,
,,,,,,,,,,,,31/10/21,37.4,1.3,,7,dal 6/10 al 19/10,,,16,Piemonte,-61.10301387,,,,
,,,,,,,,,,,,01/11/21,37,0.1,,7,dal 6/10 al 19/10,,,16,Piemonte,-61.15852285,,,,
,,,,,,,,,,,,02/11/21,35.5,-5.1,,7,dal 6/10 al 19/10,,,16,Piemonte,-61.36668152,,,,
,,,,,,,,,,,,03/11/21,37.6,4,,7,dal 6/10 al 19/10,,,16,Piemonte,-61.07525938,,,,
,,,,,,,,,,,,04/11/21,38,5,,7,dal 6/10 al 19/10,,,16,Piemonte,-61.0197504,,,,
,,,,,,,,,,,,05/11/21,40.8,14,1.12,7,dal 13/10 al 26/10,1.11,20/10,16,Piemonte,-60.63118755,,05/11/21,,
,,,,,,,,,,,,06/11/21,43.4,18.5,,7,dal 13/10 al 26/10,,,16,Piemonte,-60.27037918,,,,
,,,,,,,,,,,,07/11/21,44.4,18.6,,7,dal 13/10 al 26/10,,,16,Piemonte,-60.13160673,,,,
,,,,,,,,,,,,08/11/21,49.1,32.6,,7,dal 13/10 al 26/10,,,16,Piemonte,-59.47937622,,,,
,,,,,,,,,,,,09/11/21,54.4,53.3,,7,dal 13/10 al 26/10,,,16,Piemonte,-58.74388225,,,,
,,,,,,,,,,,,10/11/21,56.8,51.3,,7,dal 13/10 al 26/10,,,16,Piemonte,-58.41082837,,,,
,,,,,,,,,,,,11/11/21,58.9,55.1,,7,dal 13/10 al 26/10,,,16,Piemonte,-58.11940623,,,,
,,,,,,,,,,,,12/11/21,59.2,44.9,1.09,7,dal 20/10 al 2/11,1.1,27/10,16,Piemonte,-58.07777449,,12/11/21,,
,,,,,,,,,,,,13/11/21,61.3,41.3,,7,dal 20/10 al 2/11,,,16,Piemonte,-57.78635235,,,,
,,,,,,,,,,,,14/11/21,64.4,45.3,,7,dal 20/10 al 2/11,,,16,Piemonte,-57.35615776,,,,
,,,,,,,,,,,,15/11/21,63.3,28.9,,7,dal 20/10 al 2/11,,,16,Piemonte,-57.50880745,,,,
,,,,,,,,,,,,16/11/21,65.7,20.9,,7,dal 20/10 al 2/11,,,16,Piemonte,-57.17575358,,,,
,,,,,,,,,,,,17/11/21,70.3,23.7,,7,dal 20/10 al 2/11,,,16,Piemonte,-56.53740031,,,,
,,,,,,,,,,,,18/11/21,74.7,26.8,,7,dal 20/10 al 2/11,,,16,Piemonte,-55.92680154,,,,
,,,,,,,,,,,,19/11/21,78,31.9,1.19,7,dal 27/10 al 9/11,1.24,3/11,16,Piemonte,-55.46885246,,19/11/21,,
,,,,,,,,,,,,20/11/21,80.5,31.2,,7,dal 27/10 al 9/11,,,16,Piemonte,-55.12192134,,,,
,,,,,,,,,,,,21/11/21,82.3,27.7,,7,dal 27/10 al 9/11,,,16,Piemonte,-54.87213093,,,,
,,,,,,,,,,,,22/11/21,85.4,34.9,,7,dal 27/10 al 9/11,,,16,Piemonte,-54.44193634,,,,
,,,,,,,,,,,,23/11/21,88.1,34,,7,dal 27/10 al 9/11,,,16,Piemonte,-54.06725073,,,,
,,,,,,,,,,,,24/11/21,88.9,26.4,,7,dal 27/10 al 9/11,,,16,Piemonte,-53.95623277,,,,
,,,,,,,,,,,,25/11/21,93.9,25.6,,7,dal 27/10 al 9/11,,,16,Piemonte,-53.26237053,,,,
,,,,,,,,,,,,26/11/21,101.4,29.9,1.28,7,dal 3/11 al 16/11,1.21,10/11,16,Piemonte,-52.22157716,,26/11/21,,
,,,,,,,,,,,,27/11/21,107.8,33.9,,7,dal 3/11 al 16/11,,,16,Piemonte,-51.33343349,,,,
,,,,,,,,,,,,28/11/21,110.6,34.4,,7,dal 3/11 al 16/11,,,16,Piemonte,-50.94487064,,,,
,,,,,,,,,,,,29/11/21,112.6,31.8,,7,dal 3/11 al 16/11,,,16,Piemonte,-50.66732574,,,,
,,,,,,,,,,,,30/11/21,120.4,36.6,,7,dal 3/11 al 16/11,,,16,Piemonte,-49.58490064,,,,
,,,,,,,,,,,,01/12/21,126,42.1,,7,dal 3/11 al 16/11,,,16,Piemonte,-48.80777493,,,,
,,,,,,,,,,,,02/12/21,136,45.1,,7,dal 3/11 al 16/11,,,16,Piemonte,-47.42005044,,,,
,,,,,,,,,,,,03/12/21,144,41.9,1.29,7,dal 10/11 al 23/11,1.36,17/11,16,Piemonte,-46.30987085,,03/12/21,,
,,,,,,,,,,,,04/12/21,150,39,,7,dal 10/11 al 23/11,,,16,Piemonte,-45.47723616,,,,
,,,,,,,,,,,,05/12/21,158,42.6,,7,dal 10/11 al 23/11,,,16,Piemonte,-44.36705657,,,,
,,,,,,,,,,,,06/12/21,165,46.8,,7,dal 10/11 al 23/11,,,16,Piemonte,-43.39564943,,,,
,,,,,,,,,,,,07/12/21,173,43.8,,7,dal 10/11 al 23/11,,,16,Piemonte,-42.28546984,,,,
,,,,,,,,,,,,08/12/21,179,42,,7,dal 10/11 al 23/11,,,16,Piemonte,-41.45283515,,,,
,,,,,,,,,,,,09/12/21,180,31.8,,7,dal 10/11 al 23/11,,,16,Piemonte,-41.3140627,,,,
,,,,,,,,,,,,10/12/21,194,34.6,1.33,7,dal 17/11 al 30/11,1.3,24/11,16,Piemonte,-39.37124842,,10/12/21,,
,,,,,,,,,,,,11/12/21,206,37.8,,7,dal 17/11 al 30/11,,,16,Piemonte,-37.70597904,,,,
,,,,,,,,,,,,12/12/21,213,35.3,,7,dal 17/11 al 30/11,,,16,Piemonte,-36.7345719,,,,
,,,,,,,,,,,,13/12/21,224,35.5,,7,dal 17/11 al 30/11,,,16,Piemonte,-35.20807497,,,,
,,,,,,,,,,,,14/12/21,237,36.7,,7,dal 17/11 al 30/11,,,16,Piemonte,-33.40403313,,,,
,,,,,,,,,,,,15/12/21,253,41.1,,7,dal 17/11 al 30/11,,,16,Piemonte,-31.18367396,,,,
,,,,,,,,,,,,16/12/21,276,53.7,,7,dal 17/11 al 30/11,,,16,Piemonte,-27.99190764,,,,
,,,,,,,,,,,,17/12/21,293,51.2,1.32,7,dal 24/11 al 7/12,1.36,1/12,16,Piemonte,-25.63277601,,17/12/21,,
,,,,,,,,,,,,18/12/21,308,49.5,,7,dal 24/11 al 7/12,,,16,Piemonte,-23.55118929,,,,
,,,,,,,,,,,,19/12/21,317,48.6,,7,dal 24/11 al 7/12,,,16,Piemonte,-22.30223725,,,,
,,,,,,,,,,,,20/12/21,325,45.3,,7,dal 24/11 al 7/12,,,16,Piemonte,-21.19205766,,,,
,,,,,,,,,,,,21/12/21,357,51,,7,dal 24/11 al 7/12,,,16,Piemonte,-16.75133931,,,,
,,,,,,,,,,,,22/12/21,391,54.5,,7,dal 24/11 al 7/12,,,16,Piemonte,-12.03307605,,,,
,,,,,,,,,,,,23/12/21,440,59.5,,7,dal 24/11 al 7/12,,,16,Piemonte,-5.233226073,,,,
,,,,,,,,,,,,24/12/21,489,67.1,1.32,7,dal 1/12 al 14/12,1.31,8/12,16,Piemonte,1.566623907,,24/12/21,,
,,,,,,,,,,,,25/12/21,522,69.4,,7,dal 1/12 al 14/12,,,16,Piemonte,6.146114711,,,,
,,,,,,,,,,,,26/12/21,521,64.5,,7,dal 1/12 al 14/12,,,16,Piemonte,6.007342262,,,,
,,,,,,,,,,,,27/12/21,592,82.1,,7,dal 1/12 al 14/12,,,16,Piemonte,15.86018611,,,,
,,,,,,,,,,,,28/12/21,703,96.7,,7,dal 1/12 al 14/12,,,16,Piemonte,31.2639279,,,,
,,,,,,,,,,,,29/12/21,852,118.1,,7,dal 1/12 al 14/12,,,16,Piemonte,51.94102274,,,,
,,,,,,,,,,,,30/12/21,1021,132,,7,dal 1/12 al 14/12,,,16,Piemonte,75.39356655,,,,
,,,,,,,,,,,,31/12/21,1182,141.7,1.31,7,dal 8/12 al 21/12,1.35,15/12,16,Piemonte,97.73593077,,31/12/21,,
,,,,,,,,,,,,01/01/22,1268,142.8,,7,dal 8/12 al 21/12,,,16,Piemonte,109.6703614,,,,
,,,,,,,,,,,,02/01/22,1294,148.2,,7,dal 8/12 al 21/12,,,16,Piemonte,113.278445,,,,
,,,,,,,,,,,,03/01/22,1293,118.4,,7,dal 8/12 al 21/12,,,16,Piemonte,113.1396726,,,,
,,,,,,,,,,,,04/01/22,1586,125.8,,7,dal 8/12 al 21/12,,,16,Piemonte,153.8,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,7,,,,16,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7,0.59,202.2,-118.4314286,202.2,-45.2,63.06306306,36.93693694,81.72999192,18.27000808,63.06306306,36.93693694,18/09/20,20,9.1,0.8,8,dal 27/8 al 9/9,,,10,Friuli VG,-112.9599025,202.2,18/09/20,,
,,,,,,,,,,,,19/09/20,19,11.5,,8,dal 27/8 al 9/9,,,10,Friuli VG,-113.2334788,,,,
,,,,,,,,,,,,20/09/20,18,-6,,8,dal 27/8 al 9/9,,,10,Friuli VG,-113.5070551,,,,
,,,,,,,,,,,,21/09/20,19,0.9,,8,dal 27/8 al 9/9,,,10,Friuli VG,-113.2334788,,,,
,,,,,,,,,,,,22/09/20,19,-5.1,,8,dal 27/8 al 9/9,,,10,Friuli VG,-113.2334788,,,,
,,,,,,,,,,,,23/09/20,21,19.5,,8,dal 27/8 al 9/9,,,10,Friuli VG,-112.6863262,,,,
,,,,,,,,,,,,24/09/20,18,-7.7,,8,dal 27/8 al 9/9,,,10,Friuli VG,-113.5070551,,,,
,,,,,,,,,,,,25/09/20,18,-10.5,1.11,8,dal 3/9 al 16/9,,,10,Friuli VG,-113.5070551,,25/09/20,,
,,,,,,,,,,,,26/09/20,20,0.9,,8,dal 3/9 al 16/9,,,10,Friuli VG,-112.9599025,,,,
,,,,,,,,,,,,27/09/20,19,5,,8,dal 3/9 al 16/9,,,10,Friuli VG,-113.2334788,,,,
,,,,,,,,,,,,28/09/20,18,-3.9,,8,dal 3/9 al 16/9,,,10,Friuli VG,-113.5070551,,,,
,,,,,,,,,,,,29/09/20,20,4.9,,8,dal 3/9 al 16/9,,,10,Friuli VG,-112.9599025,,,,
,,,,,,,,,,,,30/09/20,17,-18.3,,8,dal 3/9 al 16/9,,,10,Friuli VG,-113.7806314,,,,
,,,,,,,,,,,,01/10/20,20,8.3,,8,dal 3/9 al 16/9,,,10,Friuli VG,-112.9599025,,,,
,,,,,,,,,,,,02/10/20,22,22.9,1,8,dal 10/9 al 23/9,,,10,Friuli VG,-112.4127499,,02/10/20,,
,,,,,,,,,,,,03/10/20,22,10.6,,8,dal 10/9 al 23/9,,,10,Friuli VG,-112.4127499,,,,
,,,,,,,,,,,,04/10/20,24,22.1,,8,dal 10/9 al 23/9,,,10,Friuli VG,-111.8655973,,,,
,,,,,,,,,,,,05/10/20,25,36.8,,8,dal 10/9 al 23/9,,,10,Friuli VG,-111.592021,,,,
,,,,,,,,,,,,06/10/20,27,38.5,,8,dal 10/9 al 23/9,,,10,Friuli VG,-111.0448684,,,,
,,,,,,,,,,,,07/10/20,31,79.5,,8,dal 10/9 al 23/9,,,10,Friuli VG,-109.9505631,,,,
,,,,,,,,,,,,08/10/20,35,79.9,,8,dal 10/9 al 23/9,,,10,Friuli VG,-108.8562579,,,,
,,,,,,,,,,,,09/10/20,42,90.5,1.09,8,dal 17/9 al 30/9,,,10,Friuli VG,-106.9412238,,09/10/20,,
,,,,,,,,,,,,10/10/20,48,121.5,,8,dal 17/9 al 30/9,,,10,Friuli VG,-105.299766,,,,
,,,,,,,,,,,,11/10/20,52,120.9,,8,dal 17/9 al 30/9,,,10,Friuli VG,-104.2054608,,,,
,,,,,,,,,,,,12/10/20,55,119.6,,8,dal 17/9 al 30/9,,,10,Friuli VG,-103.3847318,,,,
,,,,,,,,,,,,13/10/20,54,100,,8,dal 17/9 al 30/9,,,10,Friuli VG,-103.6583081,,,,
,,,,,,,,,,,,14/10/20,63,106,,8,dal 17/9 al 30/9,,,10,Friuli VG,-101.1961214,,,,
,,,,,,,,,,,,15/10/20,65,86.2,1.24,8,dal 24/9 al 7/10,,,10,Friuli VG,-100.6489688,,15/10/20,,
,,,,,,,,,,,,16/10/20,67,60.3,,8,dal 24/9 al 7/10,,,10,Friuli VG,-100.1018162,,,,
,,,,,,,,,,,,17/10/20,70,46.5,,8,dal 24/9 al 7/10,,,10,Friuli VG,-99.28108727,,,,
,,,,,,,,,,,,18/10/20,75,44.8,,8,dal 24/9 al 7/10,,,10,Friuli VG,-97.91320575,,,,
,,,,,,,,,,,,19/10/20,78,41.1,,8,dal 24/9 al 7/10,,,10,Friuli VG,-97.09247684,,,,
,,,,,,,,,,,,20/10/20,86,58.3,,8,dal 24/9 al 7/10,,,10,Friuli VG,-94.90386641,,,,
,,,,,,,,,,,,21/10/20,89,40.2,,8,dal 24/9 al 7/10,,,10,Friuli VG,-94.08313749,,,,
,,,,,,,,,,,,22/10/20,96,46.3,,8,dal 24/9 al 7/10,,,10,Friuli VG,-92.16810336,,,,
