Paese,dato,date,year_week,Ospedali/TI,source,url
Ireland,Ospedali,8/13/2020,2020-W33,12,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,8/14/2020,2020-W33,11,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,8/15/2020,2020-W33,15,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,8/16/2020,2020-W33,16,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,8/17/2020,2020-W34,21,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,8/18/2020,2020-W34,22,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,8/19/2020,2020-W34,17,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,8/20/2020,2020-W34,16,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,8/21/2020,2020-W34,18,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,8/22/2020,2020-W34,20,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,8/23/2020,2020-W34,21,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,8/24/2020,2020-W35,27,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,8/25/2020,2020-W35,26,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,8/26/2020,2020-W35,26,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,8/27/2020,2020-W35,29,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,8/28/2020,2020-W35,32,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,8/29/2020,2020-W35,30,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,8/30/2020,2020-W35,33,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,8/31/2020,2020-W36,35,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,9/1/2020,2020-W36,36,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,9/2/2020,2020-W36,40,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,9/3/2020,2020-W36,40,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,9/4/2020,2020-W36,44,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,9/5/2020,2020-W36,48,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,9/6/2020,2020-W36,49,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,9/7/2020,2020-W37,49,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,9/8/2020,2020-W37,49,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,9/9/2020,2020-W37,50,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,9/10/2020,2020-W37,49,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,9/11/2020,2020-W37,53,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,9/12/2020,2020-W37,52,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,9/13/2020,2020-W37,54,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,9/14/2020,2020-W38,60,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,9/15/2020,2020-W38,68,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,9/16/2020,2020-W38,65,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,9/17/2020,2020-W38,76,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,9/18/2020,2020-W38,80,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,9/19/2020,2020-W38,74,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,9/20/2020,2020-W38,82,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,9/21/2020,2020-W39,90,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,9/22/2020,2020-W39,94,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,9/23/2020,2020-W39,90,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,9/24/2020,2020-W39,94,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,9/25/2020,2020-W39,100,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,9/26/2020,2020-W39,102,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,9/27/2020,2020-W39,108,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,9/28/2020,2020-W40,111,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,9/29/2020,2020-W40,117,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,9/30/2020,2020-W40,122,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,10/1/2020,2020-W40,122,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,10/2/2020,2020-W40,117,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,10/3/2020,2020-W40,120,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,10/4/2020,2020-W40,134,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,10/5/2020,2020-W41,150,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,10/6/2020,2020-W41,150,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,10/7/2020,2020-W41,156,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,10/8/2020,2020-W41,159,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,10/9/2020,2020-W41,179,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,10/10/2020,2020-W41,194,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,10/11/2020,2020-W41,201,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,10/12/2020,2020-W42,221,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,10/13/2020,2020-W42,240,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,10/14/2020,2020-W42,234,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,10/15/2020,2020-W42,238,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,10/16/2020,2020-W42,244,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,10/17/2020,2020-W42,260,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,10/18/2020,2020-W42,274,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,10/19/2020,2020-W43,298,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,10/20/2020,2020-W43,315,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,10/21/2020,2020-W43,324,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,10/22/2020,2020-W43,310,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,10/23/2020,2020-W43,311,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,10/24/2020,2020-W43,312,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,10/25/2020,2020-W43,319,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,10/26/2020,2020-W44,344,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,10/27/2020,2020-W44,354,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,10/28/2020,2020-W44,327,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,10/29/2020,2020-W44,330,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,10/30/2020,2020-W44,327,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,10/31/2020,2020-W44,322,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,11/1/2020,2020-W44,325,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,11/2/2020,2020-W45,327,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,11/3/2020,2020-W45,306,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,11/4/2020,2020-W45,315,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,11/5/2020,2020-W45,307,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,11/6/2020,2020-W45,295,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,11/7/2020,2020-W45,279,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,11/8/2020,2020-W45,283,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,11/9/2020,2020-W46,291,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,11/10/2020,2020-W46,279,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,11/11/2020,2020-W46,282,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,11/12/2020,2020-W46,285,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,11/13/2020,2020-W46,275,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,11/14/2020,2020-W46,254,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,11/15/2020,2020-W46,254,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,11/16/2020,2020-W47,276,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,11/17/2020,2020-W47,273,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,11/18/2020,2020-W47,274,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,11/19/2020,2020-W47,290,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,11/20/2020,2020-W47,287,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,11/21/2020,2020-W47,275,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,11/22/2020,2020-W47,277,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,11/23/2020,2020-W48,291,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,11/24/2020,2020-W48,291,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,11/25/2020,2020-W48,269,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,11/26/2020,2020-W48,247,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,11/27/2020,2020-W48,253,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,11/28/2020,2020-W48,243,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,11/29/2020,2020-W48,257,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,11/30/2020,2020-W49,259,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,12/1/2020,2020-W49,224,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,12/2/2020,2020-W49,228,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,12/3/2020,2020-W49,234,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,12/4/2020,2020-W49,239,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,12/5/2020,2020-W49,230,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,12/6/2020,2020-W49,233,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,12/7/2020,2020-W50,232,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,12/8/2020,2020-W50,215,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,12/9/2020,2020-W50,215,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,12/10/2020,2020-W50,203,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,12/11/2020,2020-W50,204,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,12/12/2020,2020-W50,190,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,12/13/2020,2020-W50,192,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,12/14/2020,2020-W51,197,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,12/15/2020,2020-W51,198,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,12/16/2020,2020-W51,198,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,12/17/2020,2020-W51,211,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,12/18/2020,2020-W51,206,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,12/19/2020,2020-W51,206,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,12/20/2020,2020-W51,220,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,12/21/2020,2020-W52,235,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,12/22/2020,2020-W52,237,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,12/23/2020,2020-W52,239,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,12/24/2020,2020-W52,255,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,12/25/2020,2020-W52,253,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,12/26/2020,2020-W52,268,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,12/27/2020,2020-W52,321,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,12/28/2020,2020-W53,360,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,12/29/2020,2020-W53,409,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,12/30/2020,2020-W53,454,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,12/31/2020,2020-W53,491,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,1/1/2021,2020-W53,508,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,1/2/2021,2020-W53,581,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,1/3/2021,2020-W53,673,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,1/4/2021,2021-W01,744,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,1/5/2021,2021-W01,817,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,1/6/2021,2021-W01,921,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,1/7/2021,2021-W01,1022,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,1/8/2021,2021-W01,1153,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,1/9/2021,2021-W01,1285,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,1/10/2021,2021-W01,1426,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,1/11/2021,2021-W02,1575,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,1/12/2021,2021-W02,1690,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,1/13/2021,2021-W02,1750,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,1/14/2021,2021-W02,1792,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,1/15/2021,2021-W02,1846,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,1/16/2021,2021-W02,1848,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,1/17/2021,2021-W02,1923,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,1/18/2021,2021-W03,2020,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,1/19/2021,2021-W03,1954,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,1/20/2021,2021-W03,1941,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,1/21/2021,2021-W03,1949,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,1/22/2021,2021-W03,1969,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,1/23/2021,2021-W03,1893,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,1/24/2021,2021-W03,1914,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,1/25/2021,2021-W04,1948,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,1/26/2021,2021-W04,1823,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,1/27/2021,2021-W04,1727,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,1/28/2021,2021-W04,1620,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,1/29/2021,2021-W04,1552,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,1/30/2021,2021-W04,1494,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,1/31/2021,2021-W04,1515,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,2/1/2021,2021-W05,1529,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,2/2/2021,2021-W05,1418,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,2/3/2021,2021-W05,1366,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,2/4/2021,2021-W05,1308,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,2/5/2021,2021-W05,1258,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,2/6/2021,2021-W05,1199,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,2/7/2021,2021-W05,1203,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,2/8/2021,2021-W06,1212,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,2/9/2021,2021-W06,1104,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,2/10/2021,2021-W06,1032,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,2/11/2021,2021-W06,984,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,2/12/2021,2021-W06,959,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,2/13/2021,2021-W06,898,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,2/14/2021,2021-W06,899,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,2/15/2021,2021-W07,916,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,2/16/2021,2021-W07,861,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,2/17/2021,2021-W07,831,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,2/18/2021,2021-W07,771,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,2/19/2021,2021-W07,754,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,2/20/2021,2021-W07,719,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,2/21/2021,2021-W07,744,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,2/22/2021,2021-W08,726,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,2/23/2021,2021-W08,693,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,2/24/2021,2021-W08,652,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,2/25/2021,2021-W08,591,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,2/26/2021,2021-W08,574,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,2/27/2021,2021-W08,550,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Ospedali,2/28/2021,2021-W08,554,Country_Website,https://data.gov.ie/dataset/covid19acutehospitalhistoricsummaryopendata
Ireland,Terapie Intensive,3/27/2020,2020-W13,68,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Terapie Intensive,3/28/2020,2020-W13,80,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Terapie Intensive,3/29/2020,2020-W13,96,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Terapie Intensive,3/30/2020,2020-W14,107,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Terapie Intensive,3/31/2020,2020-W14,120,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Terapie Intensive,4/1/2020,2020-W14,128,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Terapie Intensive,4/2/2020,2020-W14,132,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
Ireland,Terapie Intensive,4/3/2020,2020-W14,137,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview
